    0.0000 -240.7779
    0.0027 -240.7768
    0.0053 -240.7733
    0.0080 -240.7675
    0.0106 -240.7594
    0.0133 -240.7489
    0.0160 -240.7362
    0.0186 -240.7211
    0.0213 -240.7037
    0.0239 -240.6840
    0.0266 -240.6620
    0.0293 -240.6377
    0.0319 -240.6111
    0.0346 -240.5822
    0.0372 -240.5510
    0.0399 -240.5175
    0.0426 -240.4817
    0.0452 -240.4437
    0.0479 -240.4034
    0.0505 -240.3608
    0.0532 -240.3159
    0.0559 -240.2688
    0.0585 -240.2195
    0.0612 -240.1679
    0.0638 -240.1141
    0.0665 -240.0581
    0.0692 -239.9998
    0.0718 -239.9393
    0.0745 -239.8767
    0.0771 -239.8119
    0.0798 -239.7448
    0.0825 -239.6757
    0.0851 -239.6043
    0.0878 -239.5308
    0.0904 -239.4552
    0.0931 -239.3775
    0.0958 -239.2977
    0.0984 -239.2157
    0.1011 -239.1317
    0.1037 -239.0456
    0.1064 -238.9575
    0.1091 -238.8673
    0.1117 -238.7751
    0.1144 -238.6809
    0.1170 -238.5847
    0.1197 -238.4865
    0.1224 -238.3863
    0.1250 -238.2842
    0.1277 -238.1802
    0.1304 -238.0743
    0.1330 -237.9664
    0.1357 -237.8567
    0.1383 -237.7452
    0.1410 -237.6318
    0.1437 -237.5166
    0.1463 -237.3995
    0.1490 -237.2808
    0.1516 -237.1602
    0.1543 -237.0379
    0.1570 -236.9140
    0.1596 -236.7883
    0.1623 -236.6610
    0.1649 -236.5320
    0.1676 -236.4014
    0.1703 -236.2692
    0.1729 -236.1354
    0.1756 -236.0001
    0.1782 -235.8633
    0.1809 -235.7250
    0.1836 -235.5852
    0.1862 -235.4440
    0.1889 -235.3014
    0.1915 -235.1574
    0.1942 -235.0120
    0.1969 -234.8653
    0.1995 -234.7173
    0.2022 -234.5681
    0.2048 -234.4176
    0.2075 -234.2659
    0.2102 -234.1130
    0.2128 -233.9590
    0.2155 -233.8039
    0.2181 -233.6477
    0.2208 -233.4905
    0.2235 -233.3322
    0.2261 -233.1730
    0.2288 -233.0128
    0.2314 -232.8518
    0.2341 -232.6898
    0.2368 -232.5271
    0.2394 -232.3635
    0.2421 -232.1991
    0.2447 -232.0341
    0.2474 -231.8683
    0.2501 -231.7019
    0.2527 -231.5349
    0.2554 -231.3673
    0.2580 -231.1992
    0.2607 -231.0306
    0.2634 -230.8615
    0.2660 -230.6920
    0.2687 -230.5222
    0.2713 -230.3520
    0.2740 -230.1815
    0.2767 -230.0107
    0.2793 -229.8398
    0.2820 -229.6687
    0.2846 -229.4975
    0.2873 -229.3262
    0.2900 -229.1548
    0.2926 -228.9835
    0.2953 -228.8122
    0.2979 -228.6410
    0.3006 -228.4700
    0.3033 -228.2991
    0.3059 -228.1285
    0.3086 -227.9581
    0.3112 -227.7881
    0.3139 -227.6184
    0.3166 -227.4492
    0.3192 -227.2804
    0.3219 -227.1121
    0.3245 -226.9443
    0.3272 -226.7772
    0.3299 -226.6107
    0.3325 -226.4448
    0.3352 -226.2798
    0.3378 -226.1155
    0.3405 -225.9520
    0.3432 -225.7894
    0.3458 -225.6277
    0.3485 -225.4670
    0.3511 -225.3073
    0.3538 -225.1487
    0.3565 -224.9912
    0.3591 -224.8348
    0.3618 -224.6796
    0.3644 -224.5257
    0.3671 -224.3731
    0.3698 -224.2218
    0.3724 -224.0719
    0.3751 -223.9235
    0.3778 -223.7765
    0.3804 -223.6310
    0.3831 -223.4871
    0.3857 -223.3448
    0.3884 -223.2042
    0.3911 -223.0653
    0.3937 -222.9281
    0.3964 -222.7927
    0.3990 -222.6591
    0.4017 -222.5274
    0.4044 -222.3976
    0.4070 -222.2698
    0.4097 -222.1440
    0.4123 -222.0202
    0.4150 -221.8985
    0.4177 -221.7789
    0.4203 -221.6614
    0.4230 -221.5462
    0.4256 -221.4332
    0.4283 -221.3224
    0.4310 -221.2140
    0.4336 -221.1079
    0.4363 -221.0041
    0.4389 -220.9028
    0.4416 -220.8040
    0.4443 -220.7076
    0.4469 -220.6137
    0.4496 -220.5224
    0.4522 -220.4337
    0.4549 -220.3475
    0.4576 -220.2640
    0.4602 -220.1832
    0.4629 -220.1050
    0.4655 -220.0296
    0.4682 -219.9569
    0.4709 -219.8870
    0.4735 -219.8199
    0.4762 -219.7555
    0.4788 -219.6941
    0.4815 -219.6355
    0.4842 -219.5797
    0.4868 -219.5269
    0.4895 -219.4770
    0.4921 -219.4300
    0.4948 -219.3860
    0.4975 -219.3450
    0.5001 -219.3069
    0.5028 -219.2718
    0.5054 -219.2397
    0.5081 -219.2107
    0.5108 -219.1847
    0.5134 -219.1617
    0.5161 -219.1418
    0.5187 -219.1249
    0.5214 -219.1111
    0.5241 -219.1003
    0.5267 -219.0926
    0.5294 -219.0880
    0.5320 -219.0864
 
    0.0000 -213.7449
    0.0027 -213.7419
    0.0053 -213.7331
    0.0080 -213.7184
    0.0106 -213.6979
    0.0133 -213.6715
    0.0160 -213.6392
    0.0186 -213.6010
    0.0213 -213.5570
    0.0239 -213.5072
    0.0266 -213.4515
    0.0293 -213.3900
    0.0319 -213.3227
    0.0346 -213.2495
    0.0372 -213.1706
    0.0399 -213.0859
    0.0426 -212.9954
    0.0452 -212.8992
    0.0479 -212.7972
    0.0505 -212.6895
    0.0532 -212.5761
    0.0559 -212.4570
    0.0585 -212.3323
    0.0612 -212.2019
    0.0638 -212.0659
    0.0665 -211.9243
    0.0692 -211.7771
    0.0718 -211.6243
    0.0745 -211.4661
    0.0771 -211.3023
    0.0798 -211.1330
    0.0825 -210.9583
    0.0851 -210.7782
    0.0878 -210.5927
    0.0904 -210.4019
    0.0931 -210.2057
    0.0958 -210.0042
    0.0984 -209.7975
    0.1011 -209.5856
    0.1037 -209.3685
    0.1064 -209.1462
    0.1091 -208.9188
    0.1117 -208.6864
    0.1144 -208.4489
    0.1170 -208.2065
    0.1197 -207.9591
    0.1224 -207.7068
    0.1250 -207.4497
    0.1277 -207.1877
    0.1304 -206.9210
    0.1330 -206.6496
    0.1357 -206.3735
    0.1383 -206.0928
    0.1410 -205.8075
    0.1437 -205.5177
    0.1463 -205.2235
    0.1490 -204.9249
    0.1516 -204.6219
    0.1543 -204.3146
    0.1570 -204.0031
    0.1596 -203.6874
    0.1623 -203.3675
    0.1649 -203.0437
    0.1676 -202.7158
    0.1703 -202.3840
    0.1729 -202.0483
    0.1756 -201.7088
    0.1782 -201.3656
    0.1809 -201.0187
    0.1836 -200.6682
    0.1862 -200.3142
    0.1889 -199.9567
    0.1915 -199.5958
    0.1942 -199.2316
    0.1969 -198.8641
    0.1995 -198.4935
    0.2022 -198.1197
    0.2048 -197.7430
    0.2075 -197.3632
    0.2102 -196.9807
    0.2128 -196.5953
    0.2155 -196.2072
    0.2181 -195.8165
    0.2208 -195.4233
    0.2235 -195.0276
    0.2261 -194.6295
    0.2288 -194.2291
    0.2314 -193.8266
    0.2341 -193.4219
    0.2368 -193.0152
    0.2394 -192.6065
    0.2421 -192.1960
    0.2447 -191.7837
    0.2474 -191.3698
    0.2501 -190.9543
    0.2527 -190.5374
    0.2554 -190.1190
    0.2580 -189.6994
    0.2607 -189.2785
    0.2634 -188.8566
    0.2660 -188.4337
    0.2687 -188.0099
    0.2713 -187.5853
    0.2740 -187.1600
    0.2767 -186.7342
    0.2793 -186.3078
    0.2820 -185.8810
    0.2846 -185.4540
    0.2873 -185.0268
    0.2900 -184.5995
    0.2926 -184.1723
    0.2953 -183.7452
    0.2979 -183.3183
    0.3006 -182.8919
    0.3033 -182.4658
    0.3059 -182.0404
    0.3086 -181.6156
    0.3112 -181.1917
    0.3139 -180.7686
    0.3166 -180.3467
    0.3192 -179.9258
    0.3219 -179.5062
    0.3245 -179.0879
    0.3272 -178.6710
    0.3299 -178.2558
    0.3325 -177.8422
    0.3352 -177.4305
    0.3378 -177.0206
    0.3405 -176.6128
    0.3432 -176.2072
    0.3458 -175.8038
    0.3485 -175.4028
    0.3511 -175.0043
    0.3538 -174.6084
    0.3565 -174.2153
    0.3591 -173.8249
    0.3618 -173.4376
    0.3644 -173.0533
    0.3671 -172.6721
    0.3698 -172.2943
    0.3724 -171.9199
    0.3751 -171.5490
    0.3778 -171.1817
    0.3804 -170.8182
    0.3831 -170.4585
    0.3857 -170.1028
    0.3884 -169.7512
    0.3911 -169.4038
    0.3937 -169.0607
    0.3964 -168.7220
    0.3990 -168.3878
    0.4017 -168.0582
    0.4044 -167.7333
    0.4070 -167.4133
    0.4097 -167.0983
    0.4123 -166.7882
    0.4150 -166.4833
    0.4177 -166.1837
    0.4203 -165.8894
    0.4230 -165.6006
    0.4256 -165.3173
    0.4283 -165.0396
    0.4310 -164.7676
    0.4336 -164.5015
    0.4363 -164.2413
    0.4389 -163.9871
    0.4416 -163.7390
    0.4443 -163.4971
    0.4469 -163.2614
    0.4496 -163.0321
    0.4522 -162.8092
    0.4549 -162.5928
    0.4576 -162.3830
    0.4602 -162.1799
    0.4629 -161.9835
    0.4655 -161.7939
    0.4682 -161.6111
    0.4709 -161.4353
    0.4735 -161.2665
    0.4762 -161.1047
    0.4788 -160.9501
    0.4815 -160.8026
    0.4842 -160.6624
    0.4868 -160.5295
    0.4895 -160.4038
    0.4921 -160.2856
    0.4948 -160.1748
    0.4975 -160.0714
    0.5001 -159.9755
    0.5028 -159.8872
    0.5054 -159.8065
    0.5081 -159.7333
    0.5108 -159.6678
    0.5134 -159.6099
    0.5161 -159.5597
    0.5187 -159.5172
    0.5214 -159.4824
    0.5241 -159.4553
    0.5267 -159.4359
    0.5294 -159.4243
    0.5320 -159.4204
 
    0.0000 -108.4615
    0.0027 -108.4626
    0.0053 -108.4658
    0.0080 -108.4713
    0.0106 -108.4790
    0.0133 -108.4888
    0.0160 -108.5009
    0.0186 -108.5151
    0.0213 -108.5316
    0.0239 -108.5502
    0.0266 -108.5711
    0.0293 -108.5943
    0.0319 -108.6196
    0.0346 -108.6473
    0.0372 -108.6771
    0.0399 -108.7093
    0.0426 -108.7438
    0.0452 -108.7805
    0.0479 -108.8196
    0.0505 -108.8610
    0.0532 -108.9047
    0.0559 -108.9507
    0.0585 -108.9992
    0.0612 -109.0500
    0.0638 -109.1032
    0.0665 -109.1588
    0.0692 -109.2168
    0.0718 -109.2772
    0.0745 -109.3401
    0.0771 -109.4054
    0.0798 -109.4732
    0.0825 -109.5434
    0.0851 -109.6161
    0.0878 -109.6913
    0.0904 -109.7690
    0.0931 -109.8491
    0.0958 -109.9318
    0.0984 -110.0170
    0.1011 -110.1046
    0.1037 -110.1948
    0.1064 -110.2874
    0.1091 -110.3826
    0.1117 -110.4802
    0.1144 -110.5804
    0.1170 -110.6829
    0.1197 -110.7879
    0.1224 -110.8954
    0.1250 -111.0053
    0.1277 -111.1177
    0.1304 -111.2325
    0.1330 -111.3497
    0.1357 -111.4692
    0.1383 -111.5912
    0.1410 -111.7154
    0.1437 -111.8419
    0.1463 -111.9707
    0.1490 -112.1018
    0.1516 -112.2350
    0.1543 -112.3705
    0.1570 -112.5080
    0.1596 -112.6477
    0.1623 -112.7895
    0.1649 -112.9333
    0.1676 -113.0791
    0.1703 -113.2269
    0.1729 -113.3765
    0.1756 -113.5280
    0.1782 -113.6814
    0.1809 -113.8365
    0.1836 -113.9933
    0.1862 -114.1518
    0.1889 -114.3119
